YEAR,MO,DY,ALLSKY_SFC_SW_DWN,WS2M,PRECTOTCORR,RH2M,QV2M,T2M_RANGE,PS,WS50M_RANGE,WS10M_RANGE
2020,6,9,7.61,0.53,0.0,62.25,9.95,-260.56,91.51,1.84,1.43
2020,6,10,7.74,0.66,0.31,66.25,11.72,-263.17,91.19,4.19,3.01
2020,6,11,3.96,0.73,16.73,91.56,14.53,-265.67,90.39,3.04,2.03
2020,6,12,4.67,0.62,2.4,83.69,12.82,-263.77,90.4,2.62,2.0
2020,6,13,1.53,0.52,22.99,91.69,12.39,-268.1,90.51,2.51,1.49
2020,6,14,2.18,0.62,14.46,93.69,13.43,-267.62,90.27,4.11,3.2
2020,6,15,6.37,1.07,1.64,80.25,12.08,-264.27,90.05,6.47,4.89
2020,6,16,6.34,0.88,3.96,80.56,10.44,-262.42,90.03,2.79,2.43
2020,6,17,7.64,0.92,0.15,77.75,9.83,-260.57,90.38,4.88,3.03
2020,6,18,4.2,0.59,0.87,88.06,11.05,-265.68,90.4,1.23,1.72
2020,6,19,2.12,0.56,16.41,90.38,10.68,-268.47,89.95,1.65,1.27
2020,6,20,6.54,0.93,0.2,84.5,9.64,-263.21,90.51,4.41,3.52
2020,6,21,3.8,0.63,0.4,81.12,10.07,-261.89,90.8,3.85,2.33
2020,6,22,1.51,0.91,4.49,92.12,10.68,-267.91,90.74,1.98,1.49
2020,6,23,3.85,0.83,2.76,89.25,12.39,-263.06,90.72,3.99,2.95
2020,6,24,3.17,0.8,3.27,88.12,12.94,-264.45,90.92,1.0,1.79
2020,6,25,3.46,0.52,8.11,91.0,13.37,-263.73,90.6,2.44,1.99
2020,6,26,3.52,0.67,8.65,91.5,14.89,-265.16,90.29,5.66,3.8
2020,6,27,4.92,0.63,0.02,82.81,12.08,-261.77,90.35,3.56,2.33
2020,6,28,2.97,0.91,23.79,88.25,12.27,-266.11,90.01,4.83,3.27
2020,6,29,6.16,0.76,1.24,83.0,11.47,-263.02,90.42,5.45,3.8
2020,6,30,2.08,1.09,8.09,91.44,13.73,-267.7,90.21,5.94,4.57
2020,7,1,2.32,0.92,24.41,94.0,15.99,-266.67,89.99,4.99,3.61
2020,7,2,5.93,0.84,2.84,85.5,13.0,-263.64,90.48,3.99,2.8
2020,7,3,3.52,0.94,4.7,86.31,11.9,-264.78,91.07,4.1,2.48
2020,7,4,2.45,1.02,39.88,91.56,14.65,-261.11,90.24,4.74,3.13
2020,7,5,2.58,0.53,1.02,90.0,13.55,-265.62,90.4,2.77,1.77
2020,7,6,1.87,0.98,15.49,95.88,15.69,-268.39,90.52,5.21,3.23
2020,7,7,3.04,0.91,11.41,89.31,16.24,-265.56,90.5,5.78,3.7
2020,7,8,2.92,0.55,37.43,95.94,15.62,-268.45,90.31,3.16,2.2
2020,7,9,2.87,0.52,5.44,92.06,14.71,-267.36,90.66,2.6,1.16
2020,7,10,2.73,0.63,5.57,90.88,14.77,-267.97,90.89,2.91,2.02
2020,7,11,1.9,0.7,15.96,92.94,16.42,-266.42,90.37,4.48,3.01
2020,7,12,5.46,0.91,1.7,87.69,13.37,-263.39,90.35,7.07,5.04
2020,7,13,3.4,0.65,3.6,86.12,11.54,-264.68,90.67,1.44,1.02
2020,7,14,1.61,0.54,24.83,96.12,14.34,-266.84,90.01,3.19,2.39
2020,7,15,1.95,0.66,16.07,90.56,13.31,-262.98,89.8,4.0,2.88
2020,7,16,3.67,0.56,8.22,87.94,12.39,-261.97,90.33,3.27,1.84
2020,7,17,2.17,0.45,0.95,90.12,12.27,-265.92,90.71,1.97,1.15
2020,7,18,2.4,0.61,4.22,91.56,13.55,-265.06,90.81,3.14,2.49
2020,7,19,6.04,0.39,0.03,83.62,14.1,-262.83,90.91,2.93,1.95
2020,7,20,5.23,0.38,1.68,83.94,14.65,-263.97,91.01,2.48,1.6
2020,7,21,2.47,0.45,13.08,87.81,16.3,-264.02,90.94,2.46,1.28
2020,7,22,4.69,0.55,11.29,85.0,14.1,-263.47,90.77,3.5,2.68
2020,7,23,2.02,0.53,6.64,86.56,12.21,-267.97,90.7,2.49,1.77
2020,7,24,3.65,0.48,6.59,92.0,13.98,-264.77,90.73,2.55,1.3
2020,7,25,2.39,0.54,10.92,92.81,15.62,-267.58,90.87,1.43,1.04
2020,7,26,2.86,0.51,14.23,92.69,15.87,-266.95,91.15,1.8,0.67
2020,7,27,2.51,0.51,8.23,86.0,15.69,-266.01,91.15,3.84,2.27
2020,7,28,1.73,0.73,36.21,92.75,16.17,-268.02,90.84,5.26,2.93
2020,7,29,2.16,0.52,17.71,89.5,14.71,-265.9,91.06,2.95,2.09
